,AREA_NAME,CRIME_GROUP,YEAR,Arrests,Reports,Population,SqMile,Arrests_Per_SqMile,Arrests_Per_10k_Pop,Reports_Per_SqMile,Reports_Per_10k_Pop
275,77TH STREET,Prostitution/Allied,2020,770,18.0,175000,11.9,64.71,44.0,1.51,1.03
276,77TH STREET,Prostitution/Allied,2021,702,23.0,175000,11.9,58.99,40.11,1.93,1.31
277,77TH STREET,Prostitution/Allied,2022,732,9.0,175000,11.9,61.51,41.83,0.76,0.51
278,77TH STREET,Prostitution/Allied,2023,130,3.0,175000,11.9,10.92,7.43,0.25,0.17
279,77TH STREET,Rape,2010,35,89.0,175000,11.9,2.94,2.0,7.48,5.09
280,77TH STREET,Rape,2011,31,82.0,175000,11.9,2.61,1.77,6.89,4.69
281,77TH STREET,Rape,2012,30,101.0,175000,11.9,2.52,1.71,8.49,5.77
282,77TH STREET,Rape,2013,17,84.0,175000,11.9,1.43,0.97,7.06,4.8
283,77TH STREET,Rape,2014,35,95.0,175000,11.9,2.94,2.0,7.98,5.43
284,77TH STREET,Rape,2015,29,90.0,175000,11.9,2.44,1.66,7.56,5.14
285,77TH STREET,Rape,2016,35,121.0,175000,11.9,2.94,2.0,10.17,6.91
286,77TH STREET,Rape,2017,35,99.0,175000,11.9,2.94,2.0,8.32,5.66
287,77TH STREET,Rape,2018,31,95.0,175000,11.9,2.61,1.77,7.98,5.43
288,77TH STREET,Rape,2019,34,78.0,175000,11.9,2.86,1.94,6.55,4.46
289,77TH STREET,Rape,2020,16,77.0,175000,11.9,1.34,0.91,6.47,4.4
290,77TH STREET,Rape,2021,18,95.0,175000,11.9,1.51,1.03,7.98,5.43
291,77TH STREET,Rape,2022,13,80.0,175000,11.9,1.09,0.74,6.72,4.57
292,77TH STREET,Rape,2023,7,30.0,175000,11.9,0.59,0.4,2.52,1.71
293,77TH STREET,Receive Stolen Property,2010,55,0.0,175000,11.9,4.62,3.14,0.0,0.0
294,77TH STREET,Receive Stolen Property,2011,51,0.0,175000,11.9,4.29,2.91,0.0,0.0
295,77TH STREET,Receive Stolen Property,2012,63,0.0,175000,11.9,5.29,3.6,0.0,0.0
296,77TH STREET,Receive Stolen Property,2013,81,0.0,175000,11.9,6.81,4.63,0.0,0.0
297,77TH STREET,Receive Stolen Property,2014,57,0.0,175000,11.9,4.79,3.26,0.0,0.0
298,77TH STREET,Receive Stolen Property,2015,44,0.0,175000,11.9,3.7,2.51,0.0,0.0
299,77TH STREET,Receive Stolen Property,2016,33,0.0,175000,11.9,2.77,1.89,0.0,0.0
300,77TH STREET,Receive Stolen Property,2017,42,0.0,175000,11.9,3.53,2.4,0.0,0.0
301,77TH STREET,Receive Stolen Property,2018,48,0.0,175000,11.9,4.03,2.74,0.0,0.0
302,77TH STREET,Receive Stolen Property,2019,41,0.0,175000,11.9,3.45,2.34,0.0,0.0
303,77TH STREET,Receive Stolen Property,2020,40,0.0,175000,11.9,3.36,2.29,0.0,0.0
304,77TH STREET,Receive Stolen Property,2021,26,0.0,175000,11.9,2.18,1.49,0.0,0.0
305,77TH STREET,Receive Stolen Property,2022,36,0.0,175000,11.9,3.03,2.06,0.0,0.0
306,77TH STREET,Receive Stolen Property,2023,7,0.0,175000,11.9,0.59,0.4,0.0,0.0
307,77TH STREET,Robbery,2010,384,1272.0,175000,11.9,32.27,21.94,106.89,72.69
308,77TH STREET,Robbery,2011,419,1260.0,175000,11.9,35.21,23.94,105.88,72.0
309,77TH STREET,Robbery,2012,336,1117.0,175000,11.9,28.24,19.2,93.87,63.83
310,77TH STREET,Robbery,2013,270,995.0,175000,11.9,22.69,15.43,83.61,56.86
311,77TH STREET,Robbery,2014,247,1024.0,175000,11.9,20.76,14.11,86.05,58.51
312,77TH STREET,Robbery,2015,279,1068.0,175000,11.9,23.45,15.94,89.75,61.03
313,77TH STREET,Robbery,2016,245,1249.0,175000,11.9,20.59,14.0,104.96,71.37
314,77TH STREET,Robbery,2017,271,1324.0,175000,11.9,22.77,15.49,111.26,75.66
315,77TH STREET,Robbery,2018,278,1204.0,175000,11.9,23.36,15.89,101.18,68.8
316,77TH STREET,Robbery,2019,274,1145.0,175000,11.9,23.03,15.66,96.22,65.43
317,77TH STREET,Robbery,2020,216,967.0,175000,11.9,18.15,12.34,81.26,55.26
318,77TH STREET,Robbery,2021,209,962.0,175000,11.9,17.56,11.94,80.84,54.97
319,77TH STREET,Robbery,2022,222,1058.0,175000,11.9,18.66,12.69,88.91,60.46
320,77TH STREET,Robbery,2023,114,542.0,175000,11.9,9.58,6.51,45.55,30.97
321,77TH STREET,Sex (except rape/prst),2010,112,291.0,175000,11.9,9.41,6.4,24.45,16.63
322,77TH STREET,Sex (except rape/prst),2011,85,276.0,175000,11.9,7.14,4.86,23.19,15.77
323,77TH STREET,Sex (except rape/prst),2012,98,240.0,175000,11.9,8.24,5.6,20.17,13.71
324,77TH STREET,Sex (except rape/prst),2013,103,248.0,175000,11.9,8.66,5.89,20.84,14.17
325,77TH STREET,Sex (except rape/prst),2014,128,249.0,175000,11.9,10.76,7.31,20.92,14.23
326,77TH STREET,Sex (except rape/prst),2015,105,269.0,175000,11.9,8.82,6.0,22.61,15.37
327,77TH STREET,Sex (except rape/prst),2016,106,277.0,175000,11.9,8.91,6.06,23.28,15.83
328,77TH STREET,Sex (except rape/prst),2017,133,271.0,175000,11.9,11.18,7.6,22.77,15.49
329,77TH STREET,Sex (except rape/prst),2018,114,309.0,175000,11.9,9.58,6.51,25.97,17.66
330,77TH STREET,Sex (except rape/prst),2019,122,353.0,175000,11.9,10.25,6.97,29.66,20.17
331,77TH STREET,Sex (except rape/prst),2020,48,298.0,175000,11.9,4.03,2.74,25.04,17.03
332,77TH STREET,Sex (except rape/prst),2021,42,222.0,175000,11.9,3.53,2.4,18.66,12.69
333,77TH STREET,Sex (except rape/prst),2022,36,264.0,175000,11.9,3.03,2.06,22.18,15.09
334,77TH STREET,Sex (except rape/prst),2023,31,111.0,175000,11.9,2.61,1.77,9.33,6.34
335,77TH STREET,Unknown,2010,152,0.0,175000,11.9,12.77,8.69,0.0,0.0
336,77TH STREET,Unknown,2011,128,0.0,175000,11.9,10.76,7.31,0.0,0.0
337,77TH STREET,Unknown,2012,157,0.0,175000,11.9,13.19,8.97,0.0,0.0
338,77TH STREET,Unknown,2013,154,0.0,175000,11.9,12.94,8.8,0.0,0.0
339,77TH STREET,Unknown,2014,141,0.0,175000,11.9,11.85,8.06,0.0,0.0
340,77TH STREET,Unknown,2015,144,0.0,175000,11.9,12.1,8.23,0.0,0.0
341,77TH STREET,Unknown,2016,218,0.0,175000,11.9,18.32,12.46,0.0,0.0
342,77TH STREET,Unknown,2017,91,0.0,175000,11.9,7.65,5.2,0.0,0.0
343,77TH STREET,Unknown,2018,92,0.0,175000,11.9,7.73,5.26,0.0,0.0
344,77TH STREET,Unknown,2019,188,0.0,175000,11.9,15.8,10.74,0.0,0.0
345,77TH STREET,Unknown,2020,262,0.0,175000,11.9,22.02,14.97,0.0,0.0
346,77TH STREET,Unknown,2021,195,0.0,175000,11.9,16.39,11.14,0.0,0.0
347,77TH STREET,Unknown,2022,143,0.0,175000,11.9,12.02,8.17,0.0,0.0
348,77TH STREET,Unknown,2023,116,0.0,175000,11.9,9.75,6.63,0.0,0.0
349,77TH STREET,Vehicle Theft,2010,283,1221.0,175000,11.9,23.78,16.17,102.61,69.77
350,77TH STREET,Vehicle Theft,2011,239,1234.0,175000,11.9,20.08,13.66,103.7,70.51
351,77TH STREET,Vehicle Theft,2012,235,1113.0,175000,11.9,19.75,13.43,93.53,63.6
352,77TH STREET,Vehicle Theft,2013,260,1205.0,175000,11.9,21.85,14.86,101.26,68.86
353,77TH STREET,Vehicle Theft,2014,192,1078.0,175000,11.9,16.13,10.97,90.59,61.6
354,77TH STREET,Vehicle Theft,2015,268,1417.0,175000,11.9,22.52,15.31,119.08,80.97
355,77TH STREET,Vehicle Theft,2016,306,1644.0,175000,11.9,25.71,17.49,138.15,93.94
356,77TH STREET,Vehicle Theft,2017,351,1583.0,175000,11.9,29.5,20.06,133.03,90.46
357,77TH STREET,Vehicle Theft,2018,321,1358.0,175000,11.9,26.97,18.34,114.12,77.6
358,77TH STREET,Vehicle Theft,2019,309,1327.0,175000,11.9,25.97,17.66,111.51,75.83
359,77TH STREET,Vehicle Theft,2020,326,1627.0,175000,11.9,27.39,18.63,136.72,92.97
360,77TH STREET,Vehicle Theft,2021,393,1819.0,175000,11.9,33.03,22.46,152.86,103.94
361,77TH STREET,Vehicle Theft,2022,331,1839.0,175000,11.9,27.82,18.91,154.54,105.09
362,77TH STREET,Vehicle Theft,2023,130,1091.0,175000,11.9,10.92,7.43,91.68,62.34
363,77TH STREET,Weapon (carry/poss),2010,305,123.0,175000,11.9,25.63,17.43,10.34,7.03
364,77TH STREET,Weapon (carry/poss),2011,367,118.0,175000,11.9,30.84,20.97,9.92,6.74
365,77TH STREET,Weapon (carry/poss),2012,328,111.0,175000,11.9,27.56,18.74,9.33,6.34
366,77TH STREET,Weapon (carry/poss),2013,327,141.0,175000,11.9,27.48,18.69,11.85,8.06
367,77TH STREET,Weapon (carry/poss),2014,403,154.0,175000,11.9,33.87,23.03,12.94,8.8
368,77TH STREET,Weapon (carry/poss),2015,409,212.0,175000,11.9,34.37,23.37,17.82,12.11
369,77TH STREET,Weapon (carry/poss),2016,465,317.0,175000,11.9,39.08,26.57,26.64,18.11
370,77TH STREET,Weapon (carry/poss),2017,481,321.0,175000,11.9,40.42,27.49,26.97,18.34
371,77TH STREET,Weapon (carry/poss),2018,504,364.0,175000,11.9,42.35,28.8,30.59,20.8
372,77TH STREET,Weapon (carry/poss),2019,393,384.0,175000,11.9,33.03,22.46,32.27,21.94
373,77TH STREET,Weapon (carry/poss),2020,456,543.0,175000,11.9,38.32,26.06,45.63,31.03
374,77TH STREET,Weapon (carry/poss),2021,797,556.0,175000,11.9,66.97,45.54,46.72,31.77
375,77TH STREET,Weapon (carry/poss),2022,691,519.0,175000,11.9,58.07,39.49,43.61,29.66
376,77TH STREET,Weapon (carry/poss),2023,348,312.0,175000,11.9,29.24,19.89,26.22,17.83
377,CENTRAL,Against Family/Child,2010,11,40.0,40000,4.5,2.44,2.75,8.89,10.0
378,CENTRAL,Against Family/Child,2011,12,35.0,40000,4.5,2.67,3.0,7.78,8.75
379,CENTRAL,Against Family/Child,2012,8,48.0,40000,4.5,1.78,2.0,10.67,12.0
380,CENTRAL,Against Family/Child,2013,18,29.0,40000,4.5,4.0,4.5,6.44,7.25
381,CENTRAL,Against Family/Child,2014,19,26.0,40000,4.5,4.22,4.75,5.78,6.5
382,CENTRAL,Against Family/Child,2015,11,25.0,40000,4.5,2.44,2.75,5.56,6.25
383,CENTRAL,Against Family/Child,2016,23,41.0,40000,4.5,5.11,5.75,9.11,10.25
384,CENTRAL,Against Family/Child,2017,22,36.0,40000,4.5,4.89,5.5,8.0,9.0
385,CENTRAL,Against Family/Child,2018,19,36.0,40000,4.5,4.22,4.75,8.0,9.0
386,CENTRAL,Against Family/Child,2019,28,49.0,40000,4.5,6.22,7.0,10.89,12.25
387,CENTRAL,Against Family/Child,2020,20,41.0,40000,4.5,4.44,5.0,9.11,10.25
388,CENTRAL,Against Family/Child,2021,10,23.0,40000,4.5,2.22,2.5,5.11,5.75
389,CENTRAL,Against Family/Child,2022,11,49.0,40000,4.5,2.44,2.75,10.89,12.25
390,CENTRAL,Against Family/Child,2023,9,22.0,40000,4.5,2.0,2.25,4.89,5.5
391,CENTRAL,Aggravated Assault,2010,400,396.0,40000,4.5,88.89,100.0,88.0,99.0
392,CENTRAL,Aggravated Assault,2011,343,410.0,40000,4.5,76.22,85.75,91.11,102.5
393,CENTRAL,Aggravated Assault,2012,376,420.0,40000,4.5,83.56,94.0,93.33,105.0
394,CENTRAL,Aggravated Assault,2013,351,360.0,40000,4.5,78.0,87.75,80.0,90.0
395,CENTRAL,Aggravated Assault,2014,422,488.0,40000,4.5,93.78,105.5,108.44,122.0
396,CENTRAL,Aggravated Assault,2015,529,870.0,40000,4.5,117.56,132.25,193.33,217.5
397,CENTRAL,Aggravated Assault,2016,562,805.0,40000,4.5,124.89,140.5,178.89,201.25
398,CENTRAL,Aggravated Assault,2017,642,1023.0,40000,4.5,142.67,160.5,227.33,255.75
399,CENTRAL,Aggravated Assault,2018,625,907.0,40000,4.5,138.89,156.25,201.56,226.75
400,CENTRAL,Aggravated Assault,2019,635,921.0,40000,4.5,141.11,158.75,204.67,230.25
401,CENTRAL,Aggravated Assault,2020,547,1052.0,40000,4.5,121.56,136.75,233.78,263.0
402,CENTRAL,Aggravated Assault,2021,549,1123.0,40000,4.5,122.0,137.25,249.56,280.75
403,CENTRAL,Aggravated Assault,2022,542,1278.0,40000,4.5,120.44,135.5,284.0,319.5
404,CENTRAL,Aggravated Assault,2023,313,720.0,40000,4.5,69.56,78.25,160.0,180.0
405,CENTRAL,Burglary,2010,72,220.0,40000,4.5,16.0,18.0,48.89,55.0
406,CENTRAL,Burglary,2011,121,257.0,40000,4.5,26.89,30.25,57.11,64.25
407,CENTRAL,Burglary,2012,133,226.0,40000,4.5,29.56,33.25,50.22,56.5
408,CENTRAL,Burglary,2013,145,198.0,40000,4.5,32.22,36.25,44.0,49.5
409,CENTRAL,Burglary,2014,111,244.0,40000,4.5,24.67,27.75,54.22,61.0
410,CENTRAL,Burglary,2015,120,351.0,40000,4.5,26.67,30.0,78.0,87.75
411,CENTRAL,Burglary,2016,101,324.0,40000,4.5,22.44,25.25,72.0,81.0
412,CENTRAL,Burglary,2017,104,376.0,40000,4.5,23.11,26.0,83.56,94.0
413,CENTRAL,Burglary,2018,122,361.0,40000,4.5,27.11,30.5,80.22,90.25
414,CENTRAL,Burglary,2019,111,357.0,40000,4.5,24.67,27.75,79.33,89.25
415,CENTRAL,Burglary,2020,179,617.0,40000,4.5,39.78,44.75,137.11,154.25
416,CENTRAL,Burglary,2021,131,538.0,40000,4.5,29.11,32.75,119.56,134.5
417,CENTRAL,Burglary,2022,121,642.0,40000,4.5,26.89,30.25,142.67,160.5
418,CENTRAL,Burglary,2023,54,322.0,40000,4.5,12.0,13.5,71.56,80.5
419,CENTRAL,Disorderly Conduct,2010,128,0.0,40000,4.5,28.44,32.0,0.0,0.0
420,CENTRAL,Disorderly Conduct,2011,634,2.0,40000,4.5,140.89,158.5,0.44,0.5
421,CENTRAL,Disorderly Conduct,2012,1968,1.0,40000,4.5,437.33,492.0,0.22,0.25
422,CENTRAL,Disorderly Conduct,2013,2858,0.0,40000,4.5,635.11,714.5,0.0,0.0
423,CENTRAL,Disorderly Conduct,2014,2874,2.0,40000,4.5,638.67,718.5,0.44,0.5
424,CENTRAL,Disorderly Conduct,2015,2456,1.0,40000,4.5,545.78,614.0,0.22,0.25
425,CENTRAL,Disorderly Conduct,2016,3657,1.0,40000,4.5,812.67,914.25,0.22,0.25
426,CENTRAL,Disorderly Conduct,2017,3669,2.0,40000,4.5,815.33,917.25,0.44,0.5
427,CENTRAL,Disorderly Conduct,2018,1316,1.0,40000,4.5,292.44,329.0,0.22,0.25
428,CENTRAL,Disorderly Conduct,2019,264,0.0,40000,4.5,58.67,66.0,0.0,0.0
429,CENTRAL,Disorderly Conduct,2020,175,0.0,40000,4.5,38.89,43.75,0.0,0.0
430,CENTRAL,Disorderly Conduct,2021,30,0.0,40000,4.5,6.67,7.5,0.0,0.0
431,CENTRAL,Disorderly Conduct,2022,30,0.0,40000,4.5,6.67,7.5,0.0,0.0
432,CENTRAL,Disorderly Conduct,2023,13,0.0,40000,4.5,2.89,3.25,0.0,0.0
433,CENTRAL,Disturbing the Peace,2010,23,17.0,40000,4.5,5.11,5.75,3.78,4.25
434,CENTRAL,Disturbing the Peace,2011,26,8.0,40000,4.5,5.78,6.5,1.78,2.0
435,CENTRAL,Disturbing the Peace,2012,44,31.0,40000,4.5,9.78,11.0,6.89,7.75
436,CENTRAL,Disturbing the Peace,2013,13,21.0,40000,4.5,2.89,3.25,4.67,5.25
437,CENTRAL,Disturbing the Peace,2014,23,20.0,40000,4.5,5.11,5.75,4.44,5.0
438,CENTRAL,Disturbing the Peace,2015,16,27.0,40000,4.5,3.56,4.0,6.0,6.75
439,CENTRAL,Disturbing the Peace,2016,13,10.0,40000,4.5,2.89,3.25,2.22,2.5
440,CENTRAL,Disturbing the Peace,2017,20,10.0,40000,4.5,4.44,5.0,2.22,2.5
441,CENTRAL,Disturbing the Peace,2018,12,9.0,40000,4.5,2.67,3.0,2.0,2.25
442,CENTRAL,Disturbing the Peace,2019,19,14.0,40000,4.5,4.22,4.75,3.11,3.5
443,CENTRAL,Disturbing the Peace,2020,5,11.0,40000,4.5,1.11,1.25,2.44,2.75
444,CENTRAL,Disturbing the Peace,2021,2,8.0,40000,4.5,0.44,0.5,1.78,2.0
445,CENTRAL,Disturbing the Peace,2023,2,7.0,40000,4.5,0.44,0.5,1.56,1.75
446,CENTRAL,Driving Under Influence,2010,497,0.0,40000,4.5,110.44,124.25,0.0,0.0
447,CENTRAL,Driving Under Influence,2011,580,0.0,40000,4.5,128.89,145.0,0.0,0.0
448,CENTRAL,Driving Under Influence,2012,630,0.0,40000,4.5,140.0,157.5,0.0,0.0
449,CENTRAL,Driving Under Influence,2013,541,0.0,40000,4.5,120.22,135.25,0.0,0.0
450,CENTRAL,Driving Under Influence,2014,627,0.0,40000,4.5,139.33,156.75,0.0,0.0
451,CENTRAL,Driving Under Influence,2015,569,0.0,40000,4.5,126.44,142.25,0.0,0.0
452,CENTRAL,Driving Under Influence,2016,388,0.0,40000,4.5,86.22,97.0,0.0,0.0
453,CENTRAL,Driving Under Influence,2017,365,0.0,40000,4.5,81.11,91.25,0.0,0.0
454,CENTRAL,Driving Under Influence,2018,418,0.0,40000,4.5,92.89,104.5,0.0,0.0
455,CENTRAL,Driving Under Influence,2019,569,0.0,40000,4.5,126.44,142.25,0.0,0.0
456,CENTRAL,Driving Under Influence,2020,243,0.0,40000,4.5,54.0,60.75,0.0,0.0
457,CENTRAL,Driving Under Influence,2021,306,0.0,40000,4.5,68.0,76.5,0.0,0.0
458,CENTRAL,Driving Under Influence,2022,288,0.0,40000,4.5,64.0,72.0,0.0,0.0
459,CENTRAL,Driving Under Influence,2023,209,0.0,40000,4.5,46.44,52.25,0.0,0.0
460,CENTRAL,Drunkeness,2010,1415,0.0,40000,4.5,314.44,353.75,0.0,0.0
461,CENTRAL,Drunkeness,2011,1193,0.0,40000,4.5,265.11,298.25,0.0,0.0
462,CENTRAL,Drunkeness,2012,2415,0.0,40000,4.5,536.67,603.75,0.0,0.0
463,CENTRAL,Drunkeness,2013,1662,0.0,40000,4.5,369.33,415.5,0.0,0.0
464,CENTRAL,Drunkeness,2014,1410,0.0,40000,4.5,313.33,352.5,0.0,0.0
465,CENTRAL,Drunkeness,2015,777,0.0,40000,4.5,172.67,194.25,0.0,0.0
466,CENTRAL,Drunkeness,2016,604,0.0,40000,4.5,134.22,151.0,0.0,0.0
467,CENTRAL,Drunkeness,2017,783,0.0,40000,4.5,174.0,195.75,0.0,0.0
468,CENTRAL,Drunkeness,2018,542,0.0,40000,4.5,120.44,135.5,0.0,0.0
469,CENTRAL,Drunkeness,2019,289,0.0,40000,4.5,64.22,72.25,0.0,0.0
470,CENTRAL,Drunkeness,2020,87,0.0,40000,4.5,19.33,21.75,0.0,0.0
471,CENTRAL,Drunkeness,2021,57,0.0,40000,4.5,12.67,14.25,0.0,0.0
472,CENTRAL,Drunkeness,2022,20,0.0,40000,4.5,4.44,5.0,0.0,0.0
473,CENTRAL,Drunkeness,2023,9,0.0,40000,4.5,2.0,2.25,0.0,0.0
474,CENTRAL,Federal Offenses,2010,1,95.0,40000,4.5,0.22,0.25,21.11,23.75
475,CENTRAL,Federal Offenses,2011,1,78.0,40000,4.5,0.22,0.25,17.33,19.5
476,CENTRAL,Federal Offenses,2013,1,81.0,40000,4.5,0.22,0.25,18.0,20.25
477,CENTRAL,Federal Offenses,2014,4,83.0,40000,4.5,0.89,1.0,18.44,20.75
478,CENTRAL,Federal Offenses,2015,3,72.0,40000,4.5,0.67,0.75,16.0,18.0
479,CENTRAL,Federal Offenses,2016,3,65.0,40000,4.5,0.67,0.75,14.44,16.25
480,CENTRAL,Federal Offenses,2017,1,69.0,40000,4.5,0.22,0.25,15.33,17.25
481,CENTRAL,Federal Offenses,2018,1,52.0,40000,4.5,0.22,0.25,11.56,13.0
482,CENTRAL,Federal Offenses,2019,3,41.0,40000,4.5,0.67,0.75,9.11,10.25
483,CENTRAL,Federal Offenses,2020,2,24.0,40000,4.5,0.44,0.5,5.33,6.0
484,CENTRAL,Federal Offenses,2021,1,14.0,40000,4.5,0.22,0.25,3.11,3.5
485,CENTRAL,Federal Offenses,2023,1,10.0,40000,4.5,0.22,0.25,2.22,2.5
486,CENTRAL,Forgery/Counterfeit,2010,201,3.0,40000,4.5,44.67,50.25,0.67,0.75
487,CENTRAL,Forgery/Counterfeit,2011,97,5.0,40000,4.5,21.56,24.25,1.11,1.25
488,CENTRAL,Forgery/Counterfeit,2012,90,5.0,40000,4.5,20.0,22.5,1.11,1.25
489,CENTRAL,Forgery/Counterfeit,2013,55,7.0,40000,4.5,12.22,13.75,1.56,1.75
490,CENTRAL,Forgery/Counterfeit,2014,60,5.0,40000,4.5,13.33,15.0,1.11,1.25
491,CENTRAL,Forgery/Counterfeit,2015,58,2.0,40000,4.5,12.89,14.5,0.44,0.5
492,CENTRAL,Forgery/Counterfeit,2016,32,6.0,40000,4.5,7.11,8.0,1.33,1.5
493,CENTRAL,Forgery/Counterfeit,2017,47,2.0,40000,4.5,10.44,11.75,0.44,0.5
494,CENTRAL,Forgery/Counterfeit,2018,56,3.0,40000,4.5,12.44,14.0,0.67,0.75
495,CENTRAL,Forgery/Counterfeit,2019,52,3.0,40000,4.5,11.56,13.0,0.67,0.75
496,CENTRAL,Forgery/Counterfeit,2020,26,0.0,40000,4.5,5.78,6.5,0.0,0.0
497,CENTRAL,Forgery/Counterfeit,2021,17,2.0,40000,4.5,3.78,4.25,0.44,0.5
498,CENTRAL,Forgery/Counterfeit,2022,18,2.0,40000,4.5,4.0,4.5,0.44,0.5
499,CENTRAL,Forgery/Counterfeit,2023,8,0.0,40000,4.5,1.78,2.0,0.0,0.0
500,CENTRAL,Fraud/Embezzlement,2010,74,262.0,40000,4.5,16.44,18.5,58.22,65.5
501,CENTRAL,Fraud/Embezzlement,2011,96,297.0,40000,4.5,21.33,24.0,66.0,74.25
502,CENTRAL,Fraud/Embezzlement,2012,103,387.0,40000,4.5,22.89,25.75,86.0,96.75
503,CENTRAL,Fraud/Embezzlement,2013,64,337.0,40000,4.5,14.22,16.0,74.89,84.25
504,CENTRAL,Fraud/Embezzlement,2014,49,341.0,40000,4.5,10.89,12.25,75.78,85.25
505,CENTRAL,Fraud/Embezzlement,2015,43,404.0,40000,4.5,9.56,10.75,89.78,101.0
506,CENTRAL,Fraud/Embezzlement,2016,81,479.0,40000,4.5,18.0,20.25,106.44,119.75
507,CENTRAL,Fraud/Embezzlement,2017,96,464.0,40000,4.5,21.33,24.0,103.11,116.0
508,CENTRAL,Fraud/Embezzlement,2018,111,490.0,40000,4.5,24.67,27.75,108.89,122.5
509,CENTRAL,Fraud/Embezzlement,2019,150,457.0,40000,4.5,33.33,37.5,101.56,114.25
510,CENTRAL,Fraud/Embezzlement,2020,109,390.0,40000,4.5,24.22,27.25,86.67,97.5
511,CENTRAL,Fraud/Embezzlement,2021,38,452.0,40000,4.5,8.44,9.5,100.44,113.0
512,CENTRAL,Fraud/Embezzlement,2022,21,883.0,40000,4.5,4.67,5.25,196.22,220.75
513,CENTRAL,Fraud/Embezzlement,2023,19,354.0,40000,4.5,4.22,4.75,78.67,88.5
514,CENTRAL,Gambling,2010,40,0.0,40000,4.5,8.89,10.0,0.0,0.0
515,CENTRAL,Gambling,2011,19,0.0,40000,4.5,4.22,4.75,0.0,0.0
516,CENTRAL,Gambling,2012,23,0.0,40000,4.5,5.11,5.75,0.0,0.0
517,CENTRAL,Gambling,2013,25,0.0,40000,4.5,5.56,6.25,0.0,0.0
518,CENTRAL,Gambling,2014,4,0.0,40000,4.5,0.89,1.0,0.0,0.0
519,CENTRAL,Gambling,2015,20,0.0,40000,4.5,4.44,5.0,0.0,0.0
520,CENTRAL,Gambling,2016,13,0.0,40000,4.5,2.89,3.25,0.0,0.0
521,CENTRAL,Gambling,2017,13,0.0,40000,4.5,2.89,3.25,0.0,0.0
522,CENTRAL,Gambling,2018,6,0.0,40000,4.5,1.33,1.5,0.0,0.0
523,CENTRAL,Gambling,2019,10,0.0,40000,4.5,2.22,2.5,0.0,0.0
524,CENTRAL,Gambling,2020,31,0.0,40000,4.5,6.89,7.75,0.0,0.0
525,CENTRAL,Gambling,2021,2,0.0,40000,4.5,0.44,0.5,0.0,0.0
526,CENTRAL,Gambling,2022,1,0.0,40000,4.5,0.22,0.25,0.0,0.0
527,CENTRAL,Gambling,2023,52,0.0,40000,4.5,11.56,13.0,0.0,0.0
528,CENTRAL,Homicide,2010,17,8.0,40000,4.5,3.78,4.25,1.78,2.0
529,CENTRAL,Homicide,2011,10,11.0,40000,4.5,2.22,2.5,2.44,2.75
530,CENTRAL,Homicide,2012,15,6.0,40000,4.5,3.33,3.75,1.33,1.5
531,CENTRAL,Homicide,2013,22,8.0,40000,4.5,4.89,5.5,1.78,2.0
532,CENTRAL,Homicide,2014,13,8.0,40000,4.5,2.89,3.25,1.78,2.0
533,CENTRAL,Homicide,2015,11,11.0,40000,4.5,2.44,2.75,2.44,2.75
534,CENTRAL,Homicide,2016,15,11.0,40000,4.5,3.33,3.75,2.44,2.75
535,CENTRAL,Homicide,2017,12,21.0,40000,4.5,2.67,3.0,4.67,5.25
536,CENTRAL,Homicide,2018,18,14.0,40000,4.5,4.0,4.5,3.11,3.5
537,CENTRAL,Homicide,2019,18,17.0,40000,4.5,4.0,4.5,3.78,4.25
538,CENTRAL,Homicide,2020,20,22.0,40000,4.5,4.44,5.0,4.89,5.5
539,CENTRAL,Homicide,2021,20,25.0,40000,4.5,4.44,5.0,5.56,6.25
540,CENTRAL,Homicide,2022,19,29.0,40000,4.5,4.22,4.75,6.44,7.25
541,CENTRAL,Homicide,2023,19,19.0,40000,4.5,4.22,4.75,4.22,4.75
542,CENTRAL,Larceny,2010,386,2195.0,40000,4.5,85.78,96.5,487.78,548.75
543,CENTRAL,Larceny,2011,332,2264.0,40000,4.5,73.78,83.0,503.11,566.0
544,CENTRAL,Larceny,2012,484,2717.0,40000,4.5,107.56,121.0,603.78,679.25
545,CENTRAL,Larceny,2013,452,2592.0,40000,4.5,100.44,113.0,576.0,648.0
546,CENTRAL,Larceny,2014,483,2782.0,40000,4.5,107.33,120.75,618.22,695.5
547,CENTRAL,Larceny,2015,589,3469.0,40000,4.5,130.89,147.25,770.89,867.25
548,CENTRAL,Larceny,2016,701,3711.0,40000,4.5,155.78,175.25,824.67,927.75
549,CENTRAL,Larceny,2017,503,4107.0,40000,4.5,111.78,125.75,912.67,1026.75
550,CENTRAL,Larceny,2018,635,4818.0,40000,4.5,141.11,158.75,1070.67,1204.5
551,CENTRAL,Larceny,2019,736,5108.0,40000,4.5,163.56,184.0,1135.11,1277.0
552,CENTRAL,Larceny,2020,221,3344.0,40000,4.5,49.11,55.25,743.11,836.0
553,CENTRAL,Larceny,2021,169,4313.0,40000,4.5,37.56,42.25,958.44,1078.25
554,CENTRAL,Larceny,2022,278,6867.0,40000,4.5,61.78,69.5,1526.0,1716.75
555,CENTRAL,Larceny,2023,274,3378.0,40000,4.5,60.89,68.5,750.67,844.5
556,CENTRAL,Liquor Laws,2010,73,0.0,40000,4.5,16.22,18.25,0.0,0.0
